,Facility Name,Site Address,Last Inspection Date,url,category,Facility Type
2,Red Oak Travel Park - Pool,54428 Talbot Line  Eden ON N0J 1H0,08/24/2023,location.href = '/Portal/Facility/Details/007fb3b3-2ddd-454e-87e4-ce9bd98970d3' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
3,South Norwich Memorial Swimming Pool,2 North St E  Otterville ON N0J 1R0,08/03/2023,location.href = '/Portal/Facility/Details/42574955-42b9-4f7f-9dc1-1addbf65f080' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Outdoor
4,Southside Aquatics,315 Finkle St  Woodstock ON N4V 1A3,07/19/2023,location.href = '/Portal/Facility/Details/1e22dd79-4a5a-45e3-987f-0510db2e0772' ,"Pools, Hot Tubs and Splash Pads",Wading Pool Outdoor
5,Southside Aquatics Centre,315 Finkle St  Woodstock ON N4V 1A3,09/14/2023,location.href = '/Portal/Facility/Details/cc363a2e-c81a-4384-92b9-2fb4ead875e0' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Indoor
6,Spring Lake RV Resort - Splash Pad,263459 Prouse Rd.  Mount Elgin ON N0J 1N0,08/10/2023,location.href = '/Portal/Facility/Details/668bc618-ede5-4470-aecf-1cc1f6017540' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
7,Springwater Conservation Area Beach,8079 Springwater Rd  Aylmer ON N5H 2R4,,location.href = '/Portal/Facility/Details/893ca477-3bd4-4601-8e34-ffa26d9e5337' ,"Pools, Hot Tubs and Splash Pads",Public
8,St Thomas Elgin General Hospital - Pool,189 Elm St  St. Thomas ON N5R 3X9,09/28/2023,location.href = '/Portal/Facility/Details/26896655-04b2-429c-9330-d50073f3755e' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Indoor
9,Sunset Towers - Pool,154 Sunset Dr  St. Thomas ON N5R 5K6,08/31/2023,location.href = '/Portal/Facility/Details/651e16d4-25d9-4b86-b257-69499b9d14b8' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
10,Terra Nova Nordic Spa & Cafe Inc. - Cold,596145 Hwy 59 N  Woodstock ON N4S 7W1,09/25/2023,location.href = '/Portal/Facility/Details/36a33cb6-701f-45a0-a5e4-8716125a2f15' ,"Pools, Hot Tubs and Splash Pads",Whirlpool / Spa Outdoor
11,Terra Nova Nordic Spa & Cafe Inc. - Hot,596145 Hwy 59 N  Woodstock ON N4S 7W1,09/25/2023,location.href = '/Portal/Facility/Details/3bde1496-3976-4f7a-8536-70f1174fd9f2' ,"Pools, Hot Tubs and Splash Pads",Whirlpool / Spa Outdoor
12,Thamesford Family Splash Pad,224 Seldon St  Thamesford ON N0M 2M0,05/16/2023,location.href = '/Portal/Facility/Details/38bb2249-bcf9-4103-a4c0-dde1693e6bd6' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
13,Thamesford Swimming Pool,209 George St N  Thamesford ON N0M 2M0,07/18/2023,location.href = '/Portal/Facility/Details/4d74800f-716c-4404-aab0-750305646f04' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Outdoor
14,The Beach Club,98 The Promenade  Port Stanley Ontario N5L 0B5,08/30/2023,location.href = '/Portal/Facility/Details/c21a639c-036d-4a60-b4e5-834f04a1300a' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
15,The Oxford Hills,324183 Mt Elgin Rd  Mount Elgin ON N0J 1N0,10/10/2023,location.href = '/Portal/Facility/Details/cee5c560-fcb3-48fb-869b-6bf75c3bdef6' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
16,The Oxford Hills - Cold Plunge,324183 Mt. Elgin Rd  Mount Elgin ON N0J 1N0,10/10/2023,location.href = '/Portal/Facility/Details/b7972682-fc18-48cd-89eb-763f9196c4f7' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
17,The Oxford Hills - Cold Plunge,324183 Mt  Elgin Rd Mount Elgin ON N0J 1N0,,location.href = '/Portal/Facility/Details/eb9ebcdf-49d4-4d36-8786-20d76a009749' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
18,The Oxford Hills - Outdoor Spa,324183 Mt Elgin Rd  Mount Elgin ON N0J 1N0,10/10/2023,location.href = '/Portal/Facility/Details/b7fd2ab2-0855-438f-b6ff-5ac65af099e1' ,"Pools, Hot Tubs and Splash Pads",Whirlpool / Spa Outdoor
19,Tillsonburg Community Centre Pool,45 Hardy Ave  Tillsonburg ON N4G 3W9,03/21/2023,location.href = '/Portal/Facility/Details/c92c9e4b-baa5-4686-8252-a65421ed3fbe' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Indoor
20,Town of Tillsonburg Splash Pad,27 John St  Tillsonburg ON N4G 1L1,07/18/2023,location.href = '/Portal/Facility/Details/1542b94d-9e63-4bb0-aec0-df3e61a88399' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
21,U Turn Ranch,537097 Oxford Rd 34  Woodstock ON N4S 7W1,07/18/2023,location.href = '/Portal/Facility/Details/d2827440-dafd-495f-8c51-7eb97d1b158c' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Outdoor
22,Vansittart Avenue Park - Splash Pad,170 Vansittart Ave  Woodstock ON,07/19/2023,location.href = '/Portal/Facility/Details/8e8d4e47-2d69-456b-bbcf-170bca06a5a4' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
23,Victoria Park Community Centre,355 Wellington St  Ingersoll ON N5C 1T2,09/20/2023,location.href = '/Portal/Facility/Details/3d0dd99d-e5be-45a7-b52b-6e42484e4e00' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Indoor
24,Victoria Park Community Centre,355 Wellington St  Ingersoll ON N5C 1T2,09/20/2023,location.href = '/Portal/Facility/Details/8ab5b35c-2a90-4d9e-acdb-594b6bc94acb' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
0,Waterworks Park Splash Pad,2 S Edgeware Rd  St. Thomas ON N5P 2G8,05/25/2023,location.href = '/Portal/Facility/Details/1e99a799-017e-40da-9f23-81cf96993b60' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
1,Wave Nordic Spa Inc.,324183 MOUNT ELGIN RD  MOUNT ELGIN ON N0J 1N0,,location.href = '/Portal/Facility/Details/555ba1cc-1754-4bed-9162-d75135c803e4' ,"Pools, Hot Tubs and Splash Pads",Whirlpool / Spa Outdoor
2,West Elgin Community Pool,259 Rideout St  Rodney ON N0L 2C0,07/26/2023,location.href = '/Portal/Facility/Details/367aac0d-ba22-41dd-9513-0767deb3bbe9' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Outdoor
3,West Elgin Splash Pad,171 Graham St  West Lorne ON N0L 2P0,07/26/2023,location.href = '/Portal/Facility/Details/9fb0dcbb-dc2c-45c8-a885-3139bb27586b' ,"Pools, Hot Tubs and Splash Pads",Splash Pad Outdoor
4,Willow Lake Camp,595487 Highway 59  Woodstock ON N4S 7W1,07/18/2023,location.href = '/Portal/Facility/Details/f9709199-68af-4cfc-bde5-bfd7c8aa7019' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
5,Wingate Community Pool,49075 Dexter Line  Aylmer ON N5H 2R2,08/21/2023,location.href = '/Portal/Facility/Details/f2cf2bb7-ab22-4ba3-a434-6a7e4dc2d4e8' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class B Outdoor
6,YMCA - Pool,20 High St  St. Thomas ON N5R 5V2,01/19/2023,location.href = '/Portal/Facility/Details/aa54e39a-c17d-4b9e-a4b3-0a92acb1c55e' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Indoor
7,YMCA - Spa,20 High St  St. Thomas ON N5P 5B2,01/19/2023,location.href = '/Portal/Facility/Details/0f098e85-2639-4952-a6b5-c1eeeb85e4be' ,"Pools, Hot Tubs and Splash Pads",Whirlpool / Spa Indoor
8,YMCA of Western Canada,808 Dundas St  Woodstock ON N4S 1G4,,location.href = '/Portal/Facility/Details/4de2b812-7511-4bf6-b041-183833902b74' ,"Pools, Hot Tubs and Splash Pads",Swimming Pool – Class A Indoor
0,Barnabas Corporation Christian Camp,8717 Beattie Rd  Straffordville ON N0J 1Y0,07/05/2022,location.href = '/Portal/Facility/Details/1194e883-b803-488f-894d-b661f2339235' ,Recreational Camps,
1,Camp Impeesa,827559 Twp Rd 8  Drumbo ON N0J 1G0,07/20/2022,location.href = '/Portal/Facility/Details/015d021d-693e-48a8-bdd2-1b1278f3d6a1' ,Recreational Camps,
2,Camp Wildwood,257024 25th Line  St. Mary's ON N4X 1B2,,location.href = '/Portal/Facility/Details/ffd3e06a-75fc-446a-b862-46c889ac40b2' ,Recreational Camps,
3,Co-operative Young Leaders,48075 Jamestown Line  Aylmer ON N5H 2R2,06/20/2022,location.href = '/Portal/Facility/Details/7ec300c0-a9bc-4c19-89b3-5010560f3965' ,Recreational Camps,
4,Forest Hills at Harrington,316667 31st Ln  Embro ON N0J 1J0,,location.href = '/Portal/Facility/Details/7049cca6-133b-4850-a364-ccba0d15faaa' ,Recreational Camps,
5,Harvesters Baptist Camp,"22663 Johnston Line, Rodney,ON, N0L 2C0",06/09/2022,location.href = '/Portal/Facility/Details/b2217847-9fdc-4343-83a6-327cf1e9a807' ,Recreational Camps,
6,Horseshoe J Dude Ranch Camp,32553 Erin Line  Fingal ON N0L 1K0,06/27/2022,location.href = '/Portal/Facility/Details/8408ebf1-371c-443c-b413-cb4c62298871' ,Recreational Camps,
7,John Paul II Cultural Centre,6679 Woodworth Rd  Port Burwell ON N0J 1T0,05/25/2022,location.href = '/Portal/Facility/Details/9869766d-4a16-4db4-b539-590910236d9d' ,Recreational Camps,
8,Maple Grove Christian Retreat Camp,194936 19th Line Thamesford  ON N0M 2M0,08/19/2022,location.href = '/Portal/Facility/Details/37ecaba8-056b-40da-a6a4-a302104e74c4' ,Recreational Camps,
9,Pearce Williams Summer Camp & Retreat Facility,8009 Iona Rd  Fingal ON N0L 1K0,06/30/2022,location.href = '/Portal/Facility/Details/671aed64-89cf-4458-b791-3ebef39d86d3' ,Recreational Camps,
10,Ponderosa Park,743058 Rd  74 Thamesford ON N0M 2M0,,location.href = '/Portal/Facility/Details/85426280-c39e-4957-953f-18915fcc302f' ,Recreational Camps,
11,Shegardaynou Scout Camp,706906 Twp Rd 2  Princeton ON N0J 1V0,,location.href = '/Portal/Facility/Details/89dace8c-ba01-499c-bf55-d7d6eccf1c1d' ,Recreational Camps,
12,U Turn Ranch,537097 Oxford Rd 34  Woodstock ON N4S 7W1,06/21/2022,location.href = '/Portal/Facility/Details/07b82e96-8060-4e16-8b1f-e548fb2650da' ,Recreational Camps,
0,#tattoosbyhelaine,302 Bridge Street  Port Stanley Ontario N5L 1C3,02/01/2023,location.href = '/Portal/Facility/Details/25695f9e-05ff-4be4-a299-49ea6399b0ed' ,"Hair, Aesthetics, Tattoo And Body Piercing",
1,A Little Off the Top,137 Dundas St  Thamesford ON N0M 2M0,05/13/2022,location.href = '/Portal/Facility/Details/0d6920a7-6abc-483f-808c-9c41e0c90610' ,"Hair, Aesthetics, Tattoo And Body Piercing",
2,A Little Off the Top (The Beauty Room),350 John St S  Aylmer ON N5H 2E2,10/19/2022,location.href = '/Portal/Facility/Details/71988143-0375-490f-aed7-e669260bd663' ,"Hair, Aesthetics, Tattoo And Body Piercing",
3,Action Wellness Centre,3-225 Main St  Woodstock ON N4S 1T1,02/03/2023,location.href = '/Portal/Facility/Details/2cc78d0e-7b67-4991-b0bb-ce5fa1f0e4e0' ,"Hair, Aesthetics, Tattoo And Body Piercing",
4,ADORED Lashing Studio and Medi Spa,67 Tennyson St  Woodstock ON N4S 8B3,05/20/2022,location.href = '/Portal/Facility/Details/5bf319d5-ff5f-455d-b3f7-06431ba34a52' ,"Hair, Aesthetics, Tattoo And Body Piercing",
5,Aesthete Nails and Aesthetics,81 Oxford St  Woodstock ON N4S 6A4,02/02/2023,location.href = '/Portal/Facility/Details/82fa1873-ff3a-49ea-a02d-a5dceaa11380' ,"Hair, Aesthetics, Tattoo And Body Piercing",
6,Aftermath Tattoo Studios,103 Thames St S  Ingersoll ON N5C 2T3,04/01/2022,location.href = '/Portal/Facility/Details/bb43de1f-633d-43bc-8073-736b5994eaf1' ,"Hair, Aesthetics, Tattoo And Body Piercing",
7,AgeCare Aylmer Long Term Care Residence - Hair Salon,465 Talbot St W  Aylmer ON N5H 1K8,,location.href = '/Portal/Facility/Details/e6138781-ea6b-4dff-b2ca-19b84095860f' ,"Hair, Aesthetics, Tattoo And Body Piercing",
8,All About You Hair Design,95 Broadway St  Tillsonburg ON N4G 3P5,02/02/2023,location.href = '/Portal/Facility/Details/82e50ecf-6206-4b87-a48d-bd91f941e1f8' ,"Hair, Aesthetics, Tattoo And Body Piercing",
9,All that Glitters Esthetics,35846 Talbot Line  Shedden ON N0L 2E0,03/08/2023,location.href = '/Portal/Facility/Details/4c5284c2-e425-48c6-bbc6-46d9c7cc6240' ,"Hair, Aesthetics, Tattoo And Body Piercing",
10,Allanti- The Beauty Distributor & Spa,964 Parkinson Rd  Woodstock ON N4S 7W3,10/11/2023,location.href = '/Portal/Facility/Details/73476e10-f615-4ded-b995-e1dad1ec6cb1' ,"Hair, Aesthetics, Tattoo And Body Piercing",
11,"Allure Effect, The",708 Spitfire St  Woodstock ON N4T 0B1,,location.href = '/Portal/Facility/Details/17358a2c-bcd9-46c6-8dc3-d1d2ecb7afab' ,"Hair, Aesthetics, Tattoo And Body Piercing",
12,Allure Hair & Tanning,111 Huron St  Woodstock ON N4S 6Z6,01/26/2023,location.href = '/Portal/Facility/Details/019008ca-fd90-4e6d-8c8f-10b38b14e698' ,"Hair, Aesthetics, Tattoo And Body Piercing",
13,Amber Esthetics,73 Wilson St  Woodstock ON N4S 3N7,,location.href = '/Portal/Facility/Details/2aefbc9d-ff2b-47a4-a11f-7446b40d3cad' ,"Hair, Aesthetics, Tattoo And Body Piercing",
14,Amy Clare,264 Cardigan St  Woodstock ON N4S 1Z6,09/06/2023,location.href = '/Portal/Facility/Details/27f4b2ad-7ef0-4309-afdb-7960f4afdfb9' ,"Hair, Aesthetics, Tattoo And Body Piercing",
15,Andrea's Hair Studio,433 Manitoba Rd  Woodstock ON N4S 8N7,12/19/2022,location.href = '/Portal/Facility/Details/2b1636a4-8890-4d15-9e13-b74607644d7f' ,"Hair, Aesthetics, Tattoo And Body Piercing",
16,Angry Bear Barbershop,227 Colborne Street  Port Stanley ON N5L 1C2,03/06/2023,location.href = '/Portal/Facility/Details/d4d2a074-e325-40eb-9d34-f3affe9f605a' ,"Hair, Aesthetics, Tattoo And Body Piercing",
17,Angry Bear Barbershop + Tattoo Co.,631 Talbot Street  St. Thomas Ontario N5P 1C6,10/25/2023,location.href = '/Portal/Facility/Details/a6b27f79-a5bb-474c-b3f3-d8bc3fca8780' ,"Hair, Aesthetics, Tattoo And Body Piercing",
18,Anna Salon & Spa,443 Broadway St.  Tillsonburg ON N4G 3S8,11/07/2022,location.href = '/Portal/Facility/Details/da245190-188d-423d-a358-82cb55b1f36d' ,"Hair, Aesthetics, Tattoo And Body Piercing",
19,Anthony James Ink - Tattoo Premise is an office space within 613 Talbot St Building,113-613 Talbot St  St Thomas Ontario N5P 1C6,09/13/2023,location.href = '/Portal/Facility/Details/e2378316-f6f1-4ae7-b1f2-d3a1c76f2116' ,"Hair, Aesthetics, Tattoo And Body Piercing",
20,Apt 107,107 Curtis St  St Thomas ON N5P 1J4,07/11/2023,location.href = '/Portal/Facility/Details/8ce6881b-beb7-4fba-8826-4846c674a2f2' ,"Hair, Aesthetics, Tattoo And Body Piercing",
21,"Art Crypt, The",681 Talbot St  St Thomas ON N5P 1E1,01/03/2023,location.href = '/Portal/Facility/Details/d1fab9f4-3b4c-4eaf-a85b-5fdd5e09c196' ,"Hair, Aesthetics, Tattoo And Body Piercing",
22,Art1st Collective,632 Talbot Street  St. Thomas Ontario N5P 1C8,06/14/2023,location.href = '/Portal/Facility/Details/9af499a6-31d8-46b2-818b-00583aaa579c' ,"Hair, Aesthetics, Tattoo And Body Piercing",
23,Ash & Oak Style Lounge,171 Kingfisher Ave  Woodstock ON,09/12/2023,location.href = '/Portal/Facility/Details/a32c5ce7-ac07-4d70-98bc-ca5cad30d6ba' ,"Hair, Aesthetics, Tattoo And Body Piercing",
24,At Dawn's Esthetics,133 East Park Dr  Woodstock ON N4S 3N1,10/27/2023,location.href = '/Portal/Facility/Details/1971a410-fd3d-4869-9941-e359ccb6b358' ,"Hair, Aesthetics, Tattoo And Body Piercing",
0,Audrey Kellestine Salon,26 Chippewa Ave  Woodstock ON N4T 1A1,,location.href = '/Portal/Facility/Details/e2614837-051b-4f21-9203-54913bbe303a' ,"Hair, Aesthetics, Tattoo And Body Piercing",
1,Avera Salon & Spa,141 Blandford St. Innerkip ON N0J 1M0 Canada,11/15/2022,location.href = '/Portal/Facility/Details/c8e23d86-e806-4fdf-bea0-a3a309cde576' ,"Hair, Aesthetics, Tattoo And Body Piercing",
2,Aylmer Nails & Spa,24 Talbot St W  Aylmer ON N5H 1J7,08/25/2022,location.href = '/Portal/Facility/Details/52750c9d-eca7-47e7-9074-fc1bf93399eb' ,"Hair, Aesthetics, Tattoo And Body Piercing",
3,Barber Shop,27 Victoria St  Port Burwell ON N0J 1T0,,location.href = '/Portal/Facility/Details/4494912f-3d1a-4936-bf79-f2d73fb29b6f' ,"Hair, Aesthetics, Tattoo And Body Piercing",
4,"Barber Shop, The",81 Broadway St  Tillsonburg ON N4G 3P5,02/27/2023,location.href = '/Portal/Facility/Details/857b765e-b448-4f67-82a7-970ab757f0dd' ,"Hair, Aesthetics, Tattoo And Body Piercing",
5,Bare Skin Body Works Inc,69 Talbot St W  Aylmer ON N5H 1J6,,location.href = '/Portal/Facility/Details/a3b3de64-7574-4957-a86a-7f99f819c08a' ,"Hair, Aesthetics, Tattoo And Body Piercing",
6,Beattie Manor Retirement Residence - Hair Salon,23328 Beattie Line  Wardsville ON N0L 2N0,,location.href = '/Portal/Facility/Details/b8034d25-16a2-402f-9d7d-6b679a1d7937' ,"Hair, Aesthetics, Tattoo And Body Piercing",
7,Beaute Ink,542 Talbot Street  St. Thomas ON N5P 1C4,09/06/2023,location.href = '/Portal/Facility/Details/6f91630f-4481-4b7c-bbe1-4b8e591fde63' ,"Hair, Aesthetics, Tattoo And Body Piercing",
8,Beaute Ink,542 Talbot Street  St. Thomas ON N5P 1C4,,location.href = '/Portal/Facility/Details/4b78ced3-654c-48f6-9ca2-ddc6d421d554' ,"Hair, Aesthetics, Tattoo And Body Piercing",
9,Beautiful You Spa & Lash Boutique,1-21 Brock St  Tillsonburg ON N4G 1Z4,,location.href = '/Portal/Facility/Details/f5c959ce-348c-46a3-ad1c-d68067ca57b7' ,"Hair, Aesthetics, Tattoo And Body Piercing",
10,Beauty and the Beach,338 Smith St  Port Stanley ON N5L 1C6,,location.href = '/Portal/Facility/Details/4bcaef4b-51bd-4d9e-94b9-f3b64f3e518b' ,"Hair, Aesthetics, Tattoo And Body Piercing",
11,Beauty by Ash,170 Forestway Trail  Woodstock ON N4S 9A7,12/20/2022,location.href = '/Portal/Facility/Details/135334a3-0458-4857-818d-bf8d14ba5cc8' ,"Hair, Aesthetics, Tattoo And Body Piercing",
12,"Beauty Room Aesthetics and More, The",350 John St S  Aylmer ON N5H 2E2,,location.href = '/Portal/Facility/Details/a6c698e7-33f8-400f-9d91-4dbf8802f1ed' ,"Hair, Aesthetics, Tattoo And Body Piercing",
13,"Beauty Room, The",7 Cider Mill  Lane St. Thomas ON N5R 0C1,,location.href = '/Portal/Facility/Details/c67ecec8-71e1-4053-9287-808405431e15' ,"Hair, Aesthetics, Tattoo And Body Piercing",
14,Beauty Sessions,141 Wellington St  St. Thomas Ontario N5R 2R8,05/06/2022,location.href = '/Portal/Facility/Details/6927130f-34c6-49ce-a925-aa1b5d3498bf' ,"Hair, Aesthetics, Tattoo And Body Piercing",
15,BeautyKK Studio,7-141 Wellington Street  St. Thomas Ontario N5R 2R8,04/28/2023,location.href = '/Portal/Facility/Details/ed2268ec-28db-4e4d-8615-1a7d8448053a' ,"Hair, Aesthetics, Tattoo And Body Piercing",
16,Beechwood Beauty Co.,6F-194 Main Street  Port Stanley Ontario N5L 1H6,,location.href = '/Portal/Facility/Details/5a39c6a1-cb8c-40db-a5f0-a7e1e14d1942' ,"Hair, Aesthetics, Tattoo And Body Piercing",
17,Bela Ela Blissful Escape,41 Lisgar Ave  Tillsonburg ON N4G 3K7,05/30/2023,location.href = '/Portal/Facility/Details/8661b1d7-1e61-49e2-bd61-7c0ce218d6c1' ,"Hair, Aesthetics, Tattoo And Body Piercing",
18,Betty Jane's Hairstyling,47270 Wilson Line  Belmont ON N0L 1B0,01/20/2023,location.href = '/Portal/Facility/Details/ec86eb8e-4549-4675-8d8b-25bc2276bbcf' ,"Hair, Aesthetics, Tattoo And Body Piercing",
19,BG Beauty,22 Vanbuskirk Drive  St. Thomas Ontario N5R 4E1,06/06/2023,location.href = '/Portal/Facility/Details/0996e58b-e824-43f8-9da9-04851b00b3d1' ,"Hair, Aesthetics, Tattoo And Body Piercing",
20,Blackcomb Barbershop & Shave Parlour,133 Ross Street  St. Thomas ON N5R 3X9,05/01/2023,location.href = '/Portal/Facility/Details/2f3602b4-04c0-4210-8098-d908eb57f498' ,"Hair, Aesthetics, Tattoo And Body Piercing",
21,Blame It All On My Roots Beauty Bar,230 Lisgar Ave  Tillsonburg ON N4G 4L3,01/30/2023,location.href = '/Portal/Facility/Details/b3dcd10b-dffb-45bb-a9e5-27c007410ce0' ,"Hair, Aesthetics, Tattoo And Body Piercing",
22,Bliss Beauty Bar by Kari,88 Anderson St  Woodstock ON N4S 8X3,09/28/2023,location.href = '/Portal/Facility/Details/246aa2d8-9471-49da-9fa5-4e765788018b' ,"Hair, Aesthetics, Tattoo And Body Piercing",
23,Blu Harbour Beauty Bar,Suite 6-206 Main St  Port Stanley ON N5L 1C3,05/12/2023,location.href = '/Portal/Facility/Details/9ef15f17-bc52-4010-8af7-5af280b815a5' ,"Hair, Aesthetics, Tattoo And Body Piercing",
24,Blue Feather Wellness Centre & Spa,198 Stanley St S  Thamesford ON N0M 2M0,10/24/2022,location.href = '/Portal/Facility/Details/2081e5d7-4a58-4714-8d45-27353184c581' ,"Hair, Aesthetics, Tattoo And Body Piercing",
0,Bobier Villa - Hair Salon,1 Bobier Lane  Dutton ON N0L 1J0,,location.href = '/Portal/Facility/Details/e2ad379d-8e58-479e-86c4-9d7a3cf923d4' ,"Hair, Aesthetics, Tattoo And Body Piercing",
1,Body Confidence,5-236 Norwich Ave  Woodstock ON N4S 3V9,08/22/2023,location.href = '/Portal/Facility/Details/6bbb95b1-9066-4a3e-909f-921165a5c1a1' ,"Hair, Aesthetics, Tattoo And Body Piercing",
2,Brandy Rattray,9654 Graham Road  West Lorne Ontario N0L 2P0,,location.href = '/Portal/Facility/Details/3934b745-efc3-471c-b698-86576585e15d' ,"Hair, Aesthetics, Tattoo And Body Piercing",
3,Brandy Rattray,9654 Graham Road  West Lorne Ontario N0L 2P0,,location.href = '/Portal/Facility/Details/72862ff6-a521-45cc-806c-313cee0a3b95' ,"Hair, Aesthetics, Tattoo And Body Piercing",
4,Brian's Family Hair Care,150 Fifth Ave  St. Thomas ON N5R 4E7,09/08/2023,location.href = '/Portal/Facility/Details/24ac3a00-4594-4c92-b1dd-070d39b5e576' ,"Hair, Aesthetics, Tattoo And Body Piercing",
5,Brock Street Barber,7A Brock St E  Tillsonburg ON N4G 1Z4,01/09/2023,location.href = '/Portal/Facility/Details/f5fa9f10-c6be-4a3f-ab86-b01861539f8e' ,"Hair, Aesthetics, Tattoo And Body Piercing",
6,"Brow Boss, The",550A Talbot Street  St. Thomas ON N5P 1C6,10/20/2023,location.href = '/Portal/Facility/Details/24af36c3-e8ad-4983-9017-26709e7d7160' ,"Hair, Aesthetics, Tattoo And Body Piercing",
7,Caressant Care Bonnie Place - Hair Salon,15 Bonnie Pl  St. Thomas ON N5R 5T8,,location.href = '/Portal/Facility/Details/492e0120-2645-4f19-9899-75da0a74adbe' ,"Hair, Aesthetics, Tattoo And Body Piercing",
8,Caressant Care Mary Bucke - Hair Salon,4 Mary Bucke St  St. Thomas ON N5R 5T6,,location.href = '/Portal/Facility/Details/8f18aea9-f7dd-4eab-9aa4-a683199f9811' ,"Hair, Aesthetics, Tattoo And Body Piercing",
9,Caressant Care Nursing Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,,location.href = '/Portal/Facility/Details/e6886647-aaa7-4a65-9fa4-bf9fd8d0b704' ,"Hair, Aesthetics, Tattoo And Body Piercing",
10,Caressant Care Retirement Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,12/06/2022,location.href = '/Portal/Facility/Details/f4958d2c-177b-4f9c-b750-1b972ef33548' ,"Hair, Aesthetics, Tattoo And Body Piercing",
11,Cass Lash Bar,263 Russell St  Woodstock ON N4S 2Z5,08/31/2023,location.href = '/Portal/Facility/Details/65c2bb1d-24a4-41c9-9719-7f05b500cda4' ,"Hair, Aesthetics, Tattoo And Body Piercing",
12,Cassidy's Nails & Spa,4-930 Talbot St  St. Thomas ON N5P 1E7,,location.href = '/Portal/Facility/Details/2fa678a1-f8b6-45ff-8e3b-8a8cf7e34eee' ,"Hair, Aesthetics, Tattoo And Body Piercing",
13,Castaway Tattoo,597 Dundas St  Woodstock ON N4S 1C9,02/06/2023,location.href = '/Portal/Facility/Details/a92493a7-b31c-4941-8ea6-fe5607458b75' ,"Hair, Aesthetics, Tattoo And Body Piercing",
14,Cedarhurst Salon and Spa,76 Talbot St W  St. Thomas ON N5P 1A5,10/03/2023,location.href = '/Portal/Facility/Details/d323a23b-dd1b-45f8-9edd-172db56e1fe0' ,"Hair, Aesthetics, Tattoo And Body Piercing",
15,Cedarview Gracious Retirement Living,511 Finkle St  Woodstock ON N4V 0C4,08/18/2023,location.href = '/Portal/Facility/Details/1612dcce-db78-4625-9668-c3a509e33364' ,"Hair, Aesthetics, Tattoo And Body Piercing",
16,Charlene Main Hair/ Studio C,4 Lynhurst Ave  St. Thomas ON N5P 1W3,07/29/2022,location.href = '/Portal/Facility/Details/eaf2d62a-a494-4e2b-8dec-0e4092d80534' ,"Hair, Aesthetics, Tattoo And Body Piercing",
17,Charles & Co. Hair Studio,90 Talbot St  St. Thomas ON N5P 1A5,,location.href = '/Portal/Facility/Details/4809990f-bc18-4351-83bc-d890484a1742' ,"Hair, Aesthetics, Tattoo And Body Piercing",
18,Che.Veux Salon,B-9 Arthur St  Woodstock ON N4S 7G9,07/27/2023,location.href = '/Portal/Facility/Details/422a9369-c7ef-4c30-a2a7-18bb8fa9806f' ,"Hair, Aesthetics, Tattoo And Body Piercing",
19,Chi Chi Nails and Spa,561 Dundas St  Woodstock ON N4S 1C6,11/01/2023,location.href = '/Portal/Facility/Details/fc0f8307-42e8-4d9a-b12a-97cc6765c74b' ,"Hair, Aesthetics, Tattoo And Body Piercing",
20,"Chirico, Mario",29 King St  Aylmer ON N5H 1Z9,07/20/2022,location.href = '/Portal/Facility/Details/1fec5fd9-1582-4afc-bf33-3afb18b2029d' ,"Hair, Aesthetics, Tattoo And Body Piercing",
21,Cicada Studio,764 Devonshire Ave  Woodstock ON N4S 5R5,07/27/2023,location.href = '/Portal/Facility/Details/1da538b8-f52e-442a-b125-87d00ff93d7d' ,"Hair, Aesthetics, Tattoo And Body Piercing",
